#,,,,,,,,,,,
# Results on Tuesday December 12 2017 12:17:01 UTC.,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5,,,,,,,,,,
# Design number was non-random = 0,,,,,,,,,,,
#,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,113,0,exp2-3,27,1,The lady looked at the bench which the workman moved very slowly during lunch.,6169,FALSE,The lady looked at the bench which the workman moved very slowly during lunch.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,113,1,exp2-3,27,Pick a picture,1,1,1595,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,222,0,f,94,1,The girl hit her brother even though he did nothing to her.,5410,FALSE,The girl hit her brother even though he did nothing to her.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,222,1,f,94,Pick a picture,1,1,1760,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,159,0,exp3-1,43,1,The teacher saw the apple which the student drew the banana beside earlier that day.,4805,FALSE,The teacher saw the apple which the student drew the banana beside earlier that day.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,159,1,exp3-1,43,Pick a picture,2,1,4639,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,199,0,f,71,1,The boy picked up the key in the room very quickly this morning.,3628,FALSE,The boy picked up the key in the room very quickly this morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,199,1,f,71,Pick a picture,2,1,5188,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,89,0,exp1-1,21,1,After the old lady dressed the boy in the bedroom checked the time.,3890,FALSE,After the old lady dressed the boy in the bedroom checked the time.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,89,1,exp1-1,21,Pick a picture,1,0,1599,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,190,0,f,62,1,The visitor saw the shark which was swimming very quickly in the aquarium.,3144,FALSE,The visitor saw the shark which was swimming very quickly in the aquarium.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,190,1,f,62,Pick a picture,2,1,1676,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,141,0,exp2-1,37,1,The taxi driver saw the newspaper which the cigarette burnt very slowly near during lunch.,6909,FALSE,The taxi driver saw the newspaper which the cigarette burnt very slowly near during lunch.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,141,1,exp2-1,37,Pick a picture,2,0,1349,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,236,0,f,108,1,The boy ate the fish while the lady ate the meat in the restaurant.,6445,FALSE,The boy ate the fish while the lady ate the meat in the restaurant.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,236,1,f,108,Pick a picture,2,0,2446,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,178,0,exp3-2,52,1,Jack found the bicycle beside which the mechanic repaired the car during the morning.,6815,FALSE,Jack found the bicycle beside which the mechanic repaired the car during the morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,178,1,exp3-2,52,Pick a picture,1,1,1280,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,224,0,f,96,1,The mother put just one tea cup on the table even though there were two guests.,3745,FALSE,The mother put just one tea cup on the table even though there were two guests.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,224,1,f,96,Pick a picture,1,1,781,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,179,0,exp3-1,53,1,Sophia saw the cup which the boy dropped the book beside that day.,3014,FALSE,Sophia saw the cup which the boy dropped the book beside that day.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,179,1,exp3-1,53,Pick a picture,1,1,2622,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,195,0,f,67,1,The brother saw three balls rolling down the slope very slowly near the house.,3440,FALSE,The brother saw three balls rolling down the slope very slowly near the house.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,195,1,f,67,Pick a picture,2,1,839,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,73,0,exp1-1,17,1,After the cat scratched the girl in the garden sat on the blanket.,5567,FALSE,After the cat scratched the girl in the garden sat on the blanket.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,73,1,exp1-1,17,Pick a picture,2,1,4958,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,210,0,f,82,1,The lady who wore a necklace hit the man with the glasses suddenly.,5626,FALSE,The lady who wore a necklace hit the man with the glasses suddenly.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,210,1,f,82,Pick a picture,1,1,4921,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,171,0,exp3-1,49,1,The nephew saw the door which the mother locked the suitcase beside before sleeping.,8425,FALSE,The nephew saw the door which the mother locked the suitcase beside before sleeping.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,171,1,exp3-1,49,Pick a picture,2,0,2261,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,207,0,f,79,1,The horse was near the rabbit which David patted in the morning.,4978,FALSE,The horse was near the rabbit which David patted in the morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,207,1,f,79,Pick a picture,2,1,2212,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,56,0,exp1-4,12,1,After the nurse washed%2C the child in the hospital sat on the chair.,3881,FALSE,After the nurse washed%2C the child in the hospital sat on the chair.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,56,1,exp1-4,12,Pick a picture,1,1,1023,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,226,0,f,98,1,The boy dropped the coffee cup in the room after reading the book.,3926,FALSE,The boy dropped the coffee cup in the room after reading the book.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,226,1,f,98,Pick a picture,1,1,1571,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,88,0,exp1-4,20,1,After the parents kissed%2C their child in the bedroom ate some biscuits.,3120,FALSE,After the parents kissed%2C their child in the bedroom ate some biscuits.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,88,1,exp1-4,20,Pick a picture,2,1,1202,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,223,0,f,95,1,The old woman made the cake very quickly while eating the bread rolls.,5492,FALSE,The old woman made the cake very quickly while eating the bread rolls.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,223,1,f,95,Pick a picture,1,1,1239,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,104,0,exp1-4,24,1,After parents kissed%2C their daughter in the hospital sat down on the sofa.,3330,FALSE,After parents kissed%2C their daughter in the hospital sat down on the sofa.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,104,1,exp1-4,24,Pick a picture,2,1,885,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,193,0,f,65,1,The father saw that some apples were on the shelf.,2909,FALSE,The father saw that some apples were on the shelf.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,193,1,f,65,Pick a picture,2,1,939,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,175,0,exp3-1,51,1,The pilot landed the airplane which the tourist watched the balloon near late at night.,3693,FALSE,The pilot landed the airplane which the tourist watched the balloon near late at night.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,175,1,exp3-1,51,Pick a picture,1,1,888,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,228,0,f,100,1,The mouse followed the cat which was walking on the road.,4200,FALSE,The mouse followed the cat which was walking on the road.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,228,1,f,100,Pick a picture,1,1,2625,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,122,0,exp2-3,30,1,The daughter saw the towel which the father washed very quickly that morning.,3444,FALSE,The daughter saw the towel which the father washed very quickly that morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,122,1,exp2-3,30,Pick a picture,1,1,1522,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,188,0,f,60,1,The decorator painted the wall which was near the truck very quickly.,5308,FALSE,The decorator painted the wall which was near the truck very quickly.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,188,1,f,60,Pick a picture,1,0,1319,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,14,0,exp1-2,2,1,After the woman dressed%2C the boy in the living room read a book.,5209,FALSE,After the woman dressed%2C the boy in the living room read a book.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,14,1,exp1-2,2,Pick a picture,1,1,1451,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,217,0,f,89,1,The boy broke the window while the girl climbed the tree.,2575,FALSE,The boy broke the window while the girl climbed the tree.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,217,1,f,89,Pick a picture,1,1,1314,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,149,0,exp2-3,39,1,The captain noticed the ship which the enemy attacked very swiftly during the war.,7625,FALSE,The captain noticed the ship which the enemy attacked very swiftly during the war.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,149,1,exp2-3,39,Pick a picture,1,0,2402,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,218,0,f,90,1,The man painted the truck even though he was asked to paint the wall.,6212,FALSE,The man painted the truck even though he was asked to paint the wall.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,218,1,f,90,Pick a picture,1,1,734,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,118,0,exp2-2,29,1,Jacob saw the desk from which the lady moved quite carefully after writing an email.,8185,FALSE,Jacob saw the desk from which the lady moved quite carefully after writing an email.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,118,1,exp2-2,29,Pick a picture,1,0,1192,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,184,0,f,56,1,When the man ate the spaghetti at lunch the waitress politely served another customer.,3566,FALSE,When the man ate the spaghetti at lunch the waitress politely served another customer.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,184,1,f,56,Pick a picture,2,1,1197,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,182,0,exp3-2,54,1,Monica saw the wall beside which the child touched the chair earlier that day.,3939,FALSE,Monica saw the wall beside which the child touched the chair earlier that day.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,182,1,exp3-2,54,Pick a picture,2,0,2174,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,201,0,f,73,1,The grandmother who loved flowers watered the tree in the garden.,6388,FALSE,The grandmother who loved flowers watered the tree in the garden.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,201,1,f,73,Pick a picture,1,0,1338,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,41,0,exp1-1,9,1,After the lady woke up her husband in the apartment drank some coffee.,3279,FALSE,After the lady woke up her husband in the apartment drank some coffee.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,41,1,exp1-1,9,Pick a picture,2,0,2066,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,194,0,f,66,1,The mother held just one tomato in the kitchen.,2748,FALSE,The mother held just one tomato in the kitchen.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,194,1,f,66,Pick a picture,2,1,864,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,158,0,exp2-3,42,1,The lady saw the horse which the owner washed very quickly later that morning.,7572,FALSE,The lady saw the horse which the owner washed very quickly later that morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,158,1,exp2-3,42,Pick a picture,2,1,1827,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,197,0,f,69,1,Amelia stood by the wall while the room was cleaned that day.,6242,FALSE,Amelia stood by the wall while the room was cleaned that day.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,197,1,f,69,Pick a picture,2,1,1018,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,24,0,exp1-4,4,1,After the parents hugged the child in the park sat on the bench.,2323,FALSE,After the parents hugged the child in the park sat on the bench.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,24,1,exp1-4,4,Pick a picture,1,1,630,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,214,0,f,86,1,The boy watched the movie while the old lady got dressed.,2087,FALSE,The boy watched the movie while the old lady got dressed.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,214,1,f,86,Pick a picture,1,1,1537,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,131,0,exp2-3,33,1,Elisa noticed the truck which the policeman watched very quietly earlier that morning.,4588,FALSE,Elisa noticed the truck which the policeman watched very quietly earlier that morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,131,1,exp2-3,33,Pick a picture,1,1,2320,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,202,0,f,74,1,Leah ate the fish even though she wanted to have meat last night.,4332,FALSE,Leah ate the fish even though she wanted to have meat last night.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,202,1,f,74,Pick a picture,2,1,718,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,150,0,exp2-1,40,1,The lady saw the bus which the spy watched completely silently from during the evening.,5109,FALSE,The lady saw the bus which the spy watched completely silently from during the evening.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,150,1,exp2-1,40,Pick a picture,2,0,2624,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,231,0,f,103,1,The boy who hid behind the tree saw Linda watering the flower.,6699,FALSE,The boy who hid behind the tree saw Linda watering the flower.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,231,1,f,103,Pick a picture,1,1,754,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,163,0,exp3-1,45,1,The father found the piano which the child played the guitar beside earlier today.,5735,FALSE,The father found the piano which the child played the guitar beside earlier today.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,163,1,exp3-1,45,Pick a picture,2,1,874,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,219,0,f,91,1,The man ate the spaghetti very quickly while the boy took a shower.,8206,FALSE,The man ate the spaghetti very quickly while the boy took a shower.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,219,1,f,91,Pick a picture,1,1,1869,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,127,0,exp2-2,32,1,Ellie observed the dog towards which the neighbour walked really happily during the morning.,6145,FALSE,Ellie observed the dog towards which the neighbour walked really happily during the morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,127,1,exp2-2,32,Pick a picture,1,0,1796,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,196,0,f,68,1,The shop assistant noticed that two cups were on the table in the store.,3419,FALSE,The shop assistant noticed that two cups were on the table in the store.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,196,1,f,68,Pick a picture,2,1,725,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,72,0,exp1-4,16,1,After the two girls hugged%2C their father at the station drank some lemonade.,3106,FALSE,After the two girls hugged%2C their father at the station drank some lemonade.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,72,1,exp1-4,16,Pick a picture,2,1,958,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,221,0,f,93,1,Mark told his wife that there was just one apple on the shelf.,3831,FALSE,Mark told his wife that there was just one apple on the shelf.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,221,1,f,93,Pick a picture,1,1,669,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,167,0,exp3-1,47,1,Anna looked at the table which the man carried the chair near quite hastily.,5531,FALSE,Anna looked at the table which the man carried the chair near quite hastily.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,167,1,exp3-1,47,Pick a picture,2,1,1688,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,212,0,f,84,1,The trendy student who had a cellphone walked by the old teacher with the textbook.,10907,FALSE,The trendy student who had a cellphone walked by the old teacher with the textbook.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,212,1,f,84,Pick a picture,1,1,3597,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,62,0,exp1-2,14,1,After the nurse woke up%2C the patient in the hospital knocked on the door.,3997,FALSE,After the nurse woke up%2C the patient in the hospital knocked on the door.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,62,1,exp1-2,14,Pick a picture,2,1,1955,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,203,0,f,75,1,The boy saw the mouse was chased by the cat very quickly in the street.,3813,FALSE,The boy saw the mouse was chased by the cat very quickly in the street.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,203,1,f,75,Pick a picture,2,1,1961,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,78,0,exp1-2,18,1,After the grandmother washed%2C the boy at home listened to some music.,4355,FALSE,After the grandmother washed%2C the boy at home listened to some music.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,78,1,exp1-2,18,Pick a picture,2,1,1493,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,198,0,f,70,1,Grace wore the skirt to the party in town last weekend.,3143,FALSE,Grace wore the skirt to the party in town last weekend.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,198,1,f,70,Pick a picture,2,1,1511,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,140,0,exp2-3,36,1,Rose saw the truck which the man shot very quickly during the robbery.,5196,FALSE,Rose saw the truck which the man shot very quickly during the robbery.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,140,1,exp2-3,36,Pick a picture,2,1,4059,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,220,0,f,92,1,The child threw the ball very quickly in the small park.,2869,FALSE,The child threw the ball very quickly in the small park.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,220,1,f,92,Pick a picture,1,1,1243,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,174,0,exp3-2,50,1,Alex looked at the cake beside which the grandmother baked the bread rolls late at night.,8275,FALSE,Alex looked at the cake beside which the grandmother baked the bread rolls late at night.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,174,1,exp3-2,50,Pick a picture,1,1,1489,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,206,0,f,78,1,The child heard that the grandmother kissed the grandfather before going to sleep.,4874,FALSE,The child heard that the grandmother kissed the grandfather before going to sleep.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,206,1,f,78,Pick a picture,1,0,2606,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,99,0,exp1-3,23,1,After the mother washed the child in the house watched the television.,2981,FALSE,After the mother washed the child in the house watched the television.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,99,1,exp1-3,23,Pick a picture,2,1,1440,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,234,0,f,106,1,The lady who liked the rabbit saw the man patting the horse.,5026,FALSE,The lady who liked the rabbit saw the man patting the horse.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,234,1,f,106,Pick a picture,1,1,660,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,40,0,exp1-4,8,1,After Emily dressed%2C the boy in the house watched the television.,2802,FALSE,After Emily dressed%2C the boy in the house watched the television.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,40,1,exp1-4,8,Pick a picture,1,1,1203,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,209,0,f,81,1,The man who had a map talked to the lady with the camera very politely.,3366,FALSE,The man who had a map talked to the lady with the camera very politely.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,209,1,f,81,Pick a picture,2,1,804,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,132,0,exp2-1,34,1,The criminal noticed the car which the guard watched very carefully from during the evening.,10139,FALSE,The criminal noticed the car which the guard watched very carefully from during the evening.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,132,1,exp2-1,34,Pick a picture,2,0,2211,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,191,0,f,63,1,Lily looked for the headphones which were under the chair this morning.,3686,FALSE,Lily looked for the headphones which were under the chair this morning.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,191,1,f,63,Pick a picture,2,1,1185,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,170,0,exp3-2,48,1,Katie saw the window which the boy broke the toy beside during the weekend.,7220,FALSE,Katie saw the window which the boy broke the toy beside during the weekend.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,170,1,exp3-2,48,Pick a picture,2,1,2288,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,204,0,f,76,1,The neighbour patted the cat which the dog licked in the garden.,4332,FALSE,The neighbour patted the cat which the dog licked in the garden.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,204,1,f,76,Pick a picture,2,1,2103,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,9,0,exp1-1,1,1,After the lady woke up the child in the room ate a sandwich.,3875,FALSE,After the lady woke up the child in the room ate a sandwich.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,9,1,exp1-1,1,Pick a picture,1,1,1440,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,216,0,f,88,1,The child in the house saw the cat which was sleeping very quietly.,2613,FALSE,The child in the house saw the cat which was sleeping very quietly.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,216,1,f,88,Pick a picture,1,1,1728,
1513081021,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,162,0,exp3-2,44,1,The girl looked at the truck beside which the neighbour washed the bike last night.,6230,FALSE,The girl looked at the truck beside which the neighbour washed the bike last night.
1513081021,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,162,1,exp3-2,44,Pick a picture,1,0,3065,
